id,price
100000,6580608.5
100001,5969807.5
100002,1324854.5
100003,6223550.0
100004,5807642.5
100005,4661043.0
100006,1737999.5
100007,17664384.0
100008,1310792.1
100009,5890714.5
100010,1824595.5
100011,1646026.2
100012,6917935.5
100013,5663083.5
100014,6680753.0
100015,7770917.5
100016,7768840.5
100017,2093342.0
100018,4507210.0
100019,4459872.0
100020,4344091.0
100021,3938403.0
100022,6834832.0
100023,1865660.1
100024,4239099.0
100025,5945302.0
100026,3384513.5
100027,4867333.0
100028,2788079.2
100029,2910293.0
100030,5502589.5
100031,2690231.0
100032,6221430.5
100033,5293678.0
100034,2481664.2
100035,5671853.0
100036,5364732.0
100037,3656786.2
100038,3126929.5
100039,5073323.5
100040,3483288.5
100041,1987001.5
100042,5301675.0
100043,4298486.0
100044,2621921.2
100045,21228868.0
100046,2454263.5
100047,3998254.5
100048,7630402.0
100049,4766259.5
100050,1819672.6
100051,2730809.0
100052,14292114.0
100053,2585348.5
100054,4360036.0
100055,2555874.0
100056,17578864.0
100057,6204456.5
100058,4555932.5
100059,4277545.0
100060,3668392.8
100061,2604283.8
100062,4345536.5
100063,2883887.8
100064,12845966.0
100065,5252661.0
100066,3356527.8
100067,2156492.8
100068,4675169.0
100069,3564995.8
100070,2868438.0
100071,4436704.0
100072,9561676.0
100073,4424760.5
100074,2168629.8
100075,2434253.0
100076,4464926.5
100077,5885128.0
100078,3733010.8
100079,3349445.8
100080,5512334.5
100081,4172508.0
100082,2178671.8
100083,5959478.0
100084,8037414.0
100085,6127720.0
100086,3782233.2
100087,5321986.5
100088,6818603.0
100089,3264162.0
100090,5378286.0
100091,3019478.2
100092,1441688.6
100093,11907210.0
100094,9989762.0
100095,4290648.0
100096,2699604.5
100097,28638092.0
100098,3455430.0
100099,5510034.5
100100,3716796.8
100101,10246378.0
100102,4819503.0
100103,4083199.5
100104,3822637.5
100105,4705850.0
100106,3283402.8
100107,3534132.8
100108,2216977.8
100109,4019247.8
100110,3672328.5
100111,2605754.8
100112,2791956.0
100113,2021228.4
100114,4162459.2
100115,3471888.5
100116,7847470.0
100117,8510730.0
100118,13673710.0
100119,3597437.8
100120,7845199.5
100121,2139227.5
100122,4350343.0
100123,4903559.5
100124,4315400.5
100125,16697958.0
100126,2062351.9
100127,5471318.0
100128,4745336.5
100129,2729494.8
100130,4200698.0
100131,4114860.5
100132,2902602.8
100133,2178427.0
100134,4591926.5
100135,4064555.2
100136,1728560.1
100137,2660217.2
100138,7860749.0
100139,5091905.5
100140,6222052.0
100141,4153701.2
100142,9775952.0
100143,7077736.0
100144,5041237.0
100145,3538486.2
100146,8555238.0
100147,4933513.0
100148,9332572.0
100149,6704667.0
100150,3575981.2
100151,18423166.0
100152,13957398.0
100153,2190838.5
100154,1397104.5
100155,2441739.5
100156,2982311.8
100157,4267083.0
100158,22214808.0
100159,2179082.0
100160,3055889.0
100161,7766058.0
100162,3720061.2
100163,11092458.0
100164,4216214.5
100165,2673761.8
100166,2034634.6
100167,6023646.0
100168,3427173.0
100169,6367701.5
100170,7326903.0
100171,34571628.0
100172,4498312.0
100173,5039360.0
100174,6544590.0
100175,5177892.5
100176,3278484.8
100177,4457556.0
100178,1103227.4
100179,7350159.5
100180,6874293.5
100181,6238430.0
100182,6517439.0
100183,2396433.0
100184,4609578.5
100185,5418034.5
100186,3251230.5
100187,2345264.0
100188,3615390.5
100189,4900552.0
100190,10916628.0
100191,3752923.0
100192,5388167.0
100193,2750098.8
100194,4846458.0
100195,6598285.5
100196,4111623.8
100197,7081366.0
100198,2458839.2
100199,3022576.2
100200,3801609.0
100201,2626224.0
100202,2157823.5
100203,2517978.0
100204,2694811.2
100205,5355514.0
100206,5024068.5
100207,9541436.0
100208,2671331.8
100209,6356876.5
100210,2702774.8
100211,1799460.9
100212,3292120.8
100213,2086537.5
100214,1581228.6
100215,4516584.0
100216,3361872.2
100217,15144278.0
100218,2531861.2
100219,3020762.5
100220,1809678.5
100221,5607386.0
100222,3517833.2
100223,11122684.0
100224,15455148.0
100225,2023556.9
100226,6298060.5
100227,4055917.2
100228,2680854.5
100229,5460750.5
100230,4201829.0
100231,3493938.8
100232,1874908.9
100233,3989198.5
100234,2669519.0
100235,3953880.5
100236,10102328.0
100237,2528234.2
100238,1604249.0
100239,2082943.2
100240,6685965.0
100241,4440406.0
100242,6094358.0
100243,3999969.8
100244,3389979.8
100245,4513075.5
100246,4466796.0
100247,1428337.0
100248,4165394.8
100249,3467176.0
100250,6390405.0
100251,5623615.5
100252,5533060.0
100253,3473464.8
100254,1731678.9
100255,3837365.2
100256,2396273.8
100257,2043680.1
100258,4822898.0
100259,4643518.0
100260,2619874.2
100261,4793652.5
100262,3349076.0
100263,3988685.2
100264,2683642.5
100265,3103506.5
100266,2712724.2
100267,4683303.0
100268,4116730.5
100269,9318100.0
100270,5941290.0
100271,1991563.4
100272,2872712.5
100273,4529230.5
100274,3136185.0
100275,3846842.2
100276,6794322.5
100277,8746724.0
100278,3532725.8
100279,21557090.0
100280,3030983.2
100281,3230630.2
100282,5894687.5
100283,3514291.8
100284,4725911.5
100285,2831772.8
100286,4347263.0
100287,6498656.0
100288,7419756.0
100289,1952943.9
100290,10392708.0
100291,2063040.4
100292,3228846.0
100293,3860611.2
100294,2857426.8
100295,2821635.0
100296,2812264.5
100297,3696713.0
100298,8409346.0
100299,3463275.2
100300,13986650.0
100301,3433047.5
100302,2302308.0
100303,2852798.5
100304,3897503.2
100305,3629970.0
100306,11920964.0
100307,2444867.0
100308,2174543.5
100309,6215186.0
100310,3981847.8
100311,2826685.8
100312,4099956.0
100313,1524585.2
100314,2334861.2
100315,5788875.5
100316,1554205.4
100317,5765929.0
100318,5442001.5
100319,3660914.8
100320,7440079.0
100321,5868310.5
100322,8835724.0
100323,7712644.0
100324,2436509.5
100325,2070767.6
100326,3652797.8
100327,6151371.0
100328,5451988.0
100329,3404190.2
100330,8226055.5
100331,5107049.0
100332,2356312.0
100333,3297729.2
100334,3800751.8
100335,3382145.5
100336,2078333.9
100337,2655413.8
100338,3403385.5
100339,4241348.0
100340,5313720.0
100341,2392138.5
100342,2129454.8
100343,4921112.5
100344,3691624.0
100345,4567723.5
100346,2680657.2
100347,3626523.2
100348,3746970.8
100349,7763606.0
100350,3107305.2
100351,3039971.0
100352,5252259.5
100353,28105760.0
100354,30856294.0
100355,10602002.0
100356,13192674.0
100357,2464769.0
100358,2831904.5
100359,8586768.0
100360,2170616.8
100361,14088322.0
100362,2030670.6
100363,6483222.0
100364,8073458.5
100365,2963433.0
100366,3396762.8
100367,3311394.0
100368,4929523.0
100369,3735672.8
100370,3084486.8
100371,5187933.0
100372,4310498.5
100373,7090159.0
100374,2876938.0
100375,3736218.0
100376,2710305.5
100377,15006766.0
100378,3036006.5
100379,7712076.5
100380,2017940.2
100381,3521486.5
100382,4861554.5
100383,5336771.5
100384,3468344.5
100385,1986584.0
100386,6650975.5
100387,5879657.0
100388,5447027.5
100389,3405015.2
100390,4246077.0
100391,1900054.0
100392,3182632.2
100393,5214008.5
100394,3359177.8
100395,2144762.5
100396,11448326.0
100397,2847639.2
100398,1822068.0
100399,4106879.8
100400,5048058.0
100401,6933942.5
100402,3059981.8
100403,6359718.0
100404,3757199.2
100405,3426978.5
100406,3178515.0
100407,9263066.0
100408,3077682.2
100409,3787285.2
100410,6040588.0
100411,4868590.0
100412,9395010.0
100413,2352965.2
100414,5769660.5
100415,5094059.0
100416,2648998.8
100417,6993862.0
100418,2066010.5
100419,6788444.5
100420,3390374.2
100421,4813343.0
100422,3986100.5
100423,1849289.0
100424,3329529.0
100425,6259533.0
100426,5479630.0
100427,2411844.0
100428,3302810.8
100429,3992043.2
100430,6759602.0
100431,10342202.0
100432,4185493.8
100433,3213074.0
100434,4053823.8
100435,3082965.0
100436,3328725.2
100437,5977593.0
100438,7965562.0
100439,3177670.2
100440,4190500.5
100441,2754116.8
100442,2735741.8
100443,5315187.0
100444,7602998.0
100445,3186350.5
100446,7045846.0
100447,2542932.8
100448,4157723.5
100449,4101415.8
100450,5547527.0
100451,2671297.0
100452,2896832.8
100453,3792984.5
100454,2924119.5
100455,2360842.0
100456,3403381.2
100457,4572434.5
100458,7292063.0
100459,3683991.2
100460,4217948.5
100461,3693273.5
100462,2582752.8
100463,4808269.0
100464,4360751.5
100465,5179190.5
100466,3646993.5
100467,5667636.5
100468,1538509.6
100469,4718939.5
100470,2864762.2
100471,2155265.8
100472,3589241.5
100473,3235511.0
100474,4962239.5
100475,4980505.5
100476,3459386.2
100477,2874541.2
100478,5659887.5
100479,6182516.5
100480,7094565.5
100481,8679506.0
100482,2539312.0
100483,2923340.2
100484,1917712.0
100485,6439746.5
100486,1847501.6
100487,5321613.5
100488,7622519.5
100489,1829499.9
100490,5375072.0
100491,1250625.1
100492,16098046.0
100493,3563225.2
100494,4045191.2
100495,8315834.5
100496,5772333.5
100497,7941811.0
100498,2018389.5
100499,4376345.5
100500,2057336.9
100501,4387867.5
100502,5830684.5
100503,4346212.0
100504,5904323.0
100505,3738246.8
100506,4194667.5
100507,3848643.5
100508,3971781.0
100509,6820601.0
100510,2956638.0
100511,3794927.5
100512,5367006.5
100513,4657365.0
100514,3910408.5
100515,3709012.2
100516,12745236.0
100517,2992008.2
100518,930955.8
100519,4555390.5
100520,3490117.2
100521,6243564.0
100522,2861238.0
100523,2383159.8
100524,2349147.8
100525,2791955.5
100526,2751883.5
100527,4732192.0
100528,4104753.8
100529,3186267.5
100530,4827860.5
100531,8873104.0
100532,5315447.0
100533,6690997.0
100534,6737690.0
100535,4892997.5
100536,1737192.6
100537,2374072.0
100538,12109470.0
100539,5335409.5
100540,11184202.0
100541,3698116.2
100542,2876052.5
100543,3415358.2
100544,4588597.0
100545,6307206.5
100546,6670322.5
100547,24065294.0
100548,6810325.5
100549,4064549.5
100550,4386214.0
100551,5315253.5
100552,3202196.0
100553,6739389.0
100554,6170228.0
100555,3618751.0
100556,2774436.2
100557,2065509.9
100558,11978100.0
100559,7262172.5
100560,5152948.5
100561,4074516.0
100562,2989056.0
100563,4272409.0
100564,8844358.0
100565,6530097.0
100566,4286736.5
100567,6945138.0
100568,3162140.8
100569,2262000.5
100570,4922410.0
100571,4053774.8
100572,2744140.5
100573,4043896.0
100574,6090117.5
100575,5511884.5
100576,10351872.0
100577,16468456.0
100578,4259034.0
100579,4487626.0
100580,2922466.5
100581,5985285.0
100582,15762332.0
100583,6034020.5
100584,8095944.5
100585,2417061.0
100586,5289997.0
100587,1728945.9
100588,12373806.0
100589,3159107.8
100590,2406165.8
100591,2149889.5
100592,4007724.2
100593,1709297.6
100594,3606341.2
100595,6823158.5
100596,2194728.2
100597,2988037.2
100598,5047071.0
100599,6058661.0
100600,2867404.5
100601,2683251.0
100602,8416866.0
100603,4001295.8
100604,36912044.0
100605,1674930.2
100606,5110360.0
100607,3405250.2
100608,23588554.0
100609,6904713.0
100610,5802793.5
100611,4153124.8
100612,3755378.5
100613,2666501.8
100614,6172645.0
100615,22285248.0
100616,4111298.0
100617,3535587.8
100618,5766054.0
100619,8095222.5
100620,3545281.8
100621,2630770.2
100622,3084927.5
100623,5873281.5
100624,2865432.8
100625,4490832.0
100626,3961605.8
